Geography,Sex (3),Detailed Mother,Total - Knowledge of Official Languages,  English only,  French only,  Both English and French,  Neither English nor French
Quebec - Québec (00024)   20000,Total - Sex,Total - Detailed Mother Tongue,6810300,373755,3958930,2412985,64625
Quebec - Québec (00024)   20000,Total - Sex,Single responses,6737780,367065,3946345,2360355,64020
Quebec - Québec (00024)   20000,Total - Sex,  English,599145,242285,6465,349945,445
Quebec - Québec (00024)   20000,Total - Sex,  French,5556105,2455,3812990,1739465,1190
Quebec - Québec (00024)   20000,Total - Sex,  Non-official languages,582530,122325,126885,270945,62380
Quebec - Québec (00024)   20000,Total - Sex,    Aboriginal languages,26890,8535,9180,2945,6225
Quebec - Québec (00024)   20000,Total - Sex,      Algonquian languages,20105,5340,8495,2540,3725
Quebec - Québec (00024)   20000,Total - Sex,        Algonquin,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,        Attikamek,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,        Blackfoot,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Cree,11515,4290,2860,1770,2590
Quebec - Québec (00024)   20000,Total - Sex,        Malecite,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Micmac,775,635,0,135,10
Quebec - Québec (00024)   20000,Total - Sex,        Montagnais-Naskapi,6205,95,4910,205,1000
Quebec - Québec (00024)   20000,Total - Sex,        Ojibway,15,10,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Oji-Cree,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,"        Algonquian languages, n.i.e.",1590,305,725,425,130
Quebec - Québec (00024)   20000,Total - Sex,      Athapaskan languages,20,0,10,10,0
Quebec - Québec (00024)   20000,Total - Sex,        Carrier,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Chilcotin,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Chipewyan,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Dene,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,        Dogrib,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Kutchin-Gwich'in (Loucheux),0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        North Slave (Hare),0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        South Slave,20,0,10,10,0
Quebec - Québec (00024)   20000,Total - Sex,"        Athapaskan languages, n.i.e.",0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Haida,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Iroquoian languages,50,30,0,20,0
Quebec - Québec (00024)   20000,Total - Sex,        Mohawk,45,30,0,15,0
Quebec - Québec (00024)   20000,Total - Sex,"        Iroquoian languages, n.i.e.",0,0,0,10,0
Quebec - Québec (00024)   20000,Total - Sex,      Kutenai,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Salish languages,10,0,0,10,0
Quebec - Québec (00024)   20000,Total - Sex,        Shuswap,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,        Thompson (Ntlakapamux),-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,"        Salish languages, n.i.e.",10,0,0,10,0
Quebec - Québec (00024)   20000,Total - Sex,      Siouan languages,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Dakota/Sioux,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Tlingit,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Tsimshian languages,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Tsimshian,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Gitksan,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,        Nishga,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,      Wakashan languages,0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,        Nootka,-,-,-,-,-
Quebec - Québec (00024)   20000,Total - Sex,"        Wakashan languages, n.i.e.",0,0,0,0,0
Quebec - Québec (00024)   20000,Total - Sex,      Inuktitut (Eskimo),6535,3140,605,295,2500
Quebec - Québec (00024)   20000,Total - Sex,"      Aboriginal languages, n.i.e.",170,25,70,70,0
Quebec - Québec (00024)   20000,Total - Sex,    Romance languages,225065,15155,60270,125995,23640
Quebec - Québec (00024)   20000,Total - Sex,      Italian,133210,9040,24630,87190,12340
