Geography,Sex (3),Detailed Mother,Total - Knowledge of Official Languages,  English only,  French only,  Both English and French,  Neither English nor French
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,Total - Detailed Mother Tongue,729625,417970,73410,237770,475
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,Single responses,723285,416645,73330,232845,460
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,  English,473260,407035,145,66045,40
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,  French,239730,1390,73150,165185,10
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,  Non-official languages,10290,8225,40,1615,415
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Aboriginal languages,2365,2270,10,70,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Algonquian languages,2330,2235,0,70,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Algonquin,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Attikamek,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Blackfoot,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Cree,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Malecite,525,515,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Micmac,1790,1720,0,50,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Montagnais-Naskapi,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Ojibway,15,0,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Oji-Cree,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"        Algonquian languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Athapaskan languages,10,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Carrier,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Chilcotin,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Chipewyan,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Dene,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Dogrib,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Kutchin-Gwich'in (Loucheux),0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        North Slave (Hare),0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        South Slave,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"        Athapaskan languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Haida,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Iroquoian languages,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Mohawk,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"        Iroquoian languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Kutenai,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Salish languages,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Shuswap,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Thompson (Ntlakapamux),0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"        Salish languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Siouan languages,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Dakota/Sioux,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Tlingit,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Tsimshian languages,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Tsimshian,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Gitksan,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Nishga,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Wakashan languages,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Nootka,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"        Wakashan languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Inuktitut (Eskimo),0,10,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"      Aboriginal languages, n.i.e.",30,30,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Romance languages,1010,625,0,345,30
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Italian,390,235,0,155,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Portuguese,195,135,0,45,10
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Romanian,105,75,0,30,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Spanish,315,180,0,120,15
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"      Romance languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Germanic languages,2810,2260,0,525,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      German,1520,1200,0,305,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Yiddish,40,35,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Netherlandic languages,935,755,0,180,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Dutch,875,720,0,160,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Flemish,20,15,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Frisian,35,25,0,15,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Scandinavian languages,295,270,0,25,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Danish,200,200,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Icelandic,30,15,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Norwegian,35,30,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,        Swedish,30,25,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"      Germanic languages, n.i.e.",10,10,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Celtic languages,75,65,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Gaelic languages,55,50,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Welsh,15,15,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"      Celtic languages, n.i.e.",0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Slavic languages,625,440,10,165,15
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Bulgarian,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Byelorussian,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Croatian,80,60,0,15,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Czech,100,65,0,30,10
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Macedonian,0,0,0,0,10
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Polish,175,115,0,55,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Russian,35,35,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Serbian,0,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Serbo-Croatian,55,55,0,0,10
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Slovak,0,10,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Slovenian,15,15,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Ukrainian,105,65,0,40,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,"      Slavic languages, n.i.e.",30,15,0,10,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Baltic languages,25,25,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Latvian (Lettish),20,15,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Lithuanian,10,0,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Finno-Ugric languages,240,210,0,30,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Estonian,15,15,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Finnish,70,70,0,0,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,      Hungarian,155,125,0,30,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Greek,210,165,0,25,20
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Armenian,20,0,0,25,0
New Brunswick - Nouveau-Brunswick (00013)   20000,Total - Sex,    Turkic languages,70,65,0,0,0
