Geography,Sex (3),Detailed mother,Total - Knowledge of official languages,  English only,  French only,  English and French,  Neither English nor French
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,Total - Detailed mother tongue,500605,475990,85,23675,850
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,  Single responses,499830,475460,90,23430,850
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,    English,488405,467220,10,21080,95
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,    French,1890,110,75,1700,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,    Non-official languages,9540,8125,10,645,760
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Algonquin,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Atikamekw,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Blackfoot,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Carrier,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Chilcotin,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Chipewyan,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Cree,20,20,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Siouan languages (Dakota/Sioux),0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Dene,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Dogrib,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Gitksan,0,0,0,0,0
Newfoundland and Labrador / Terre-Neuve-et-Labrador (10)   00000,Total - Sex,      Inuinnaqtun,0,0,0,0,0
